715,0,881,256,147,92,1,0,-1,-1
715,2,1081,550,85,169,1,0,-1,-1
716,0,881,256,147,92,1,0,-1,-1
716,2,1082,551,85,169,1,0,-1,-1
717,0,881,257,147,92,1,0,-1,-1
717,2,1082,553,85,169,1,0,-1,-1
718,0,880,258,147,92,1,0,-1,-1
718,2,1080,552,89,177,1,0,-1,-1
719,0,880,259,147,92,1,0,-1,-1
719,2,1080,552,89,177,1,0,-1,-1
720,0,884,263,140,88,1,0,-1,-1
720,2,1080,553,89,177,1,0,-1,-1
721,0,882,264,140,88,1,0,-1,-1
721,2,1079,555,89,177,1,0,-1,-1
722,0,883,263,140,88,1,0,-1,-1
722,2,1080,555,89,177,1,0,-1,-1
723,0,882,263,140,88,1,0,-1,-1
723,2,1079,557,89,177,1,0,-1,-1
724,0,882,263,140,88,1,0,-1,-1
724,2,1079,556,89,177,1,0,-1,-1
725,0,883,263,140,88,1,0,-1,-1
725,2,1079,559,89,177,1,0,-1,-1
726,0,883,264,140,88,1,0,-1,-1
726,2,1080,560,89,177,1,0,-1,-1
727,0,882,264,140,88,1,0,-1,-1
727,2,1080,560,89,177,1,0,-1,-1
728,0,882,265,140,88,1,0,-1,-1
728,2,1081,561,89,177,1,0,-1,-1
729,0,882,265,140,88,1,0,-1,-1
729,2,1080,562,89,177,1,0,-1,-1
730,0,882,264,140,88,1,0,-1,-1
730,2,1080,563,89,177,1,0,-1,-1
731,0,883,264,140,88,1,0,-1,-1
731,2,1080,564,89,177,1,0,-1,-1
732,0,883,265,140,88,1,0,-1,-1
732,2,1080,566,89,177,1,0,-1,-1
733,0,882,265,140,88,1,0,-1,-1
733,2,1079,566,89,177,1,0,-1,-1
734,0,882,265,140,88,1,0,-1,-1
734,2,1079,567,89,177,1,0,-1,-1
735,0,882,265,140,88,1,0,-1,-1
735,2,1079,569,89,177,1,0,-1,-1
736,0,883,266,140,88,1,0,-1,-1
736,2,1080,569,89,177,1,0,-1,-1
737,0,883,266,140,88,1,0,-1,-1
737,2,1080,571,89,177,1,0,-1,-1
738,0,882,266,140,88,1,0,-1,-1
738,2,1080,572,89,177,1,0,-1,-1
739,0,882,265,140,88,1,0,-1,-1
739,2,1079,573,89,177,1,0,-1,-1
740,0,882,266,140,88,1,0,-1,-1
740,2,1079,572,89,177,1,0,-1,-1
741,0,880,262,147,92,1,0,-1,-1
741,2,1079,575,89,177,1,0,-1,-1
742,0,880,263,147,92,1,0,-1,-1
742,2,1080,574,89,177,1,0,-1,-1
743,0,879,264,147,92,1,0,-1,-1
743,2,1081,575,89,177,1,0,-1,-1
744,0,880,263,147,92,1,0,-1,-1
744,2,1081,575,89,177,1,0,-1,-1
745,0,879,264,147,92,1,0,-1,-1
745,2,1080,578,89,177,1,0,-1,-1
746,0,880,263,147,92,1,0,-1,-1
746,2,1080,577,89,177,1,0,-1,-1
747,0,880,264,147,92,1,0,-1,-1
747,2,1079,580,89,177,1,0,-1,-1
748,0,879,265,147,92,1,0,-1,-1
748,2,1080,581,89,177,1,0,-1,-1
749,0,880,265,147,92,1,0,-1,-1
749,2,1080,581,89,177,1,0,-1,-1
750,0,879,264,147,92,1,0,-1,-1
750,2,1080,582,89,177,1,0,-1,-1
751,0,879,265,147,92,1,0,-1,-1
751,2,1080,583,89,177,1,0,-1,-1
752,0,879,265,147,92,1,0,-1,-1
752,2,1080,582,89,177,1,0,-1,-1
753,0,880,265,147,92,1,0,-1,-1
753,2,1080,585,89,177,1,0,-1,-1
754,0,880,264,147,92,1,0,-1,-1
754,2,1080,586,89,177,1,0,-1,-1
755,0,876,261,154,97,1,0,-1,-1
755,2,1080,585,89,177,1,0,-1,-1
756,0,875,261,154,97,1,0,-1,-1
756,2,1081,585,89,177,1,0,-1,-1
757,0,877,260,154,97,1,0,-1,-1
757,2,1081,585,89,177,1,0,-1,-1
758,0,879,264,147,92,1,0,-1,-1
758,2,1080,586,89,177,1,0,-1,-1
759,0,878,265,147,92,1,0,-1,-1
759,2,1079,585,89,177,1,0,-1,-1
760,0,878,265,147,92,1,0,-1,-1
760,2,1080,587,89,177,1,0,-1,-1
761,0,881,267,140,88,1,0,-1,-1
761,2,1080,587,89,177,1,0,-1,-1
762,0,882,267,140,88,1,0,-1,-1
762,2,1080,587,89,177,1,0,-1,-1
763,0,881,268,140,88,1,0,-1,-1
763,2,1080,588,89,177,1,0,-1,-1
764,0,881,267,140,88,1,0,-1,-1
764,2,1079,588,89,177,1,0,-1,-1
765,0,882,266,140,88,1,0,-1,-1
765,2,1079,588,89,177,1,0,-1,-1
766,0,882,267,140,88,1,0,-1,-1
766,2,1078,588,89,177,1,0,-1,-1
767,0,881,266,140,88,1,0,-1,-1
767,2,1079,588,89,177,1,0,-1,-1
768,0,882,266,140,88,1,0,-1,-1
768,2,1077,588,89,177,1,0,-1,-1
769,0,881,265,140,88,1,0,-1,-1
769,2,1078,587,89,177,1,0,-1,-1
770,0,881,265,140,88,1,0,-1,-1
770,2,1078,587,89,177,1,0,-1,-1
771,0,881,266,140,88,1,0,-1,-1
771,2,1076,587,89,177,1,0,-1,-1
772,0,878,262,147,92,1,0,-1,-1
772,2,1077,588,89,177,1,0,-1,-1
773,0,878,262,147,92,1,0,-1,-1
773,2,1076,588,89,177,1,0,-1,-1
774,0,877,262,147,92,1,0,-1,-1
774,2,1076,586,89,177,1,0,-1,-1
775,0,878,261,147,92,1,0,-1,-1
775,2,1075,586,89,177,1,0,-1,-1
776,0,877,261,147,92,1,0,-1,-1
776,2,1074,586,89,177,1,0,-1,-1
777,0,877,260,147,92,1,0,-1,-1
777,2,1074,586,89,177,1,0,-1,-1
778,0,877,261,147,92,1,0,-1,-1
778,2,1073,584,89,177,1,0,-1,-1
779,0,878,261,147,92,1,0,-1,-1
779,2,1074,584,89,177,1,0,-1,-1
780,0,878,259,147,92,1,0,-1,-1
780,2,1072,584,89,177,1,0,-1,-1
781,0,877,259,147,92,1,0,-1,-1
781,2,1071,582,89,177,1,0,-1,-1
782,0,877,259,147,92,1,0,-1,-1
782,2,1071,583,89,177,1,0,-1,-1
783,0,878,258,147,92,1,0,-1,-1
783,2,1072,582,89,177,1,0,-1,-1
784,0,878,259,147,92,1,0,-1,-1
784,2,1070,581,89,177,1,0,-1,-1
785,0,877,258,147,92,1,0,-1,-1
785,2,1070,580,89,177,1,0,-1,-1
786,0,877,256,147,92,1,0,-1,-1
786,2,1070,579,89,177,1,0,-1,-1
787,0,877,256,147,92,1,0,-1,-1
787,2,1070,579,89,177,1,0,-1,-1
788,0,877,256,147,92,1,0,-1,-1
788,2,1068,577,89,177,1,0,-1,-1
789,0,876,256,147,92,1,0,-1,-1
789,2,1067,575,89,177,1,0,-1,-1
790,0,876,255,147,92,1,0,-1,-1
790,2,1067,574,89,177,1,0,-1,-1
791,0,876,254,147,92,1,0,-1,-1
791,2,1067,574,89,177,1,0,-1,-1
792,0,877,254,147,92,1,0,-1,-1
792,2,1066,572,89,177,1,0,-1,-1
793,0,876,253,147,92,1,0,-1,-1
793,2,1066,570,89,177,1,0,-1,-1
794,0,876,254,147,92,1,0,-1,-1
794,2,1064,569,89,177,1,0,-1,-1
795,0,875,252,147,92,1,0,-1,-1
795,2,1064,568,89,177,1,0,-1,-1
796,0,876,251,147,92,1,0,-1,-1
796,2,1062,565,89,177,1,0,-1,-1
797,0,876,251,147,92,1,0,-1,-1
797,2,1062,565,89,177,1,0,-1,-1
798,0,875,250,147,92,1,0,-1,-1
798,2,1061,563,89,177,1,0,-1,-1
799,0,875,250,147,92,1,0,-1,-1
799,2,1061,561,89,177,1,0,-1,-1
800,0,875,249,147,92,1,0,-1,-1
800,2,1060,560,89,177,1,0,-1,-1
801,0,875,248,147,92,1,0,-1,-1
801,2,1059,559,89,177,1,0,-1,-1
802,0,876,248,147,92,1,0,-1,-1
802,2,1058,559,89,177,1,0,-1,-1
803,0,874,248,147,92,1,0,-1,-1
803,2,1058,559,89,177,1,0,-1,-1
804,0,875,248,147,92,1,0,-1,-1
804,2,1058,556,89,177,1,0,-1,-1
805,0,874,247,147,92,1,0,-1,-1
805,2,1056,554,89,177,1,0,-1,-1
806,0,875,246,147,92,1,0,-1,-1
806,2,1058,557,85,169,1,0,-1,-1
807,0,875,244,147,92,1,0,-1,-1
807,2,1058,555,85,169,1,0,-1,-1
808,0,875,245,147,92,1,0,-1,-1
808,2,1056,554,85,169,1,0,-1,-1
809,0,875,245,147,92,1,0,-1,-1
809,2,1057,552,85,169,1,0,-1,-1
810,0,875,244,147,92,1,0,-1,-1
810,2,1055,550,85,169,1,0,-1,-1
811,0,875,242,147,92,1,0,-1,-1
811,2,1054,551,85,169,1,0,-1,-1
812,0,879,245,140,88,1,0,-1,-1
812,2,1055,549,85,169,1,0,-1,-1
813,0,878,243,140,88,1,0,-1,-1
813,2,1054,547,85,169,1,0,-1,-1
814,0,877,244,140,88,1,0,-1,-1
814,2,1053,546,85,169,1,0,-1,-1
815,0,874,240,147,92,1,0,-1,-1
815,2,1053,545,85,169,1,0,-1,-1
816,0,873,239,147,92,1,0,-1,-1
816,2,1051,543,85,169,1,0,-1,-1
817,0,873,240,147,92,1,0,-1,-1
817,2,1050,541,85,169,1,0,-1,-1
818,0,874,238,147,92,1,0,-1,-1
818,2,1051,540,85,169,1,0,-1,-1
819,0,873,239,147,92,1,0,-1,-1
819,2,1051,539,85,169,1,0,-1,-1
820,0,876,241,140,88,1,0,-1,-1
820,2,1050,536,85,169,1,0,-1,-1
821,0,877,240,140,88,1,0,-1,-1
821,2,1051,541,81,161,1,0,-1,-1
822,0,877,239,140,88,1,0,-1,-1
822,2,1050,538,81,161,1,0,-1,-1
823,0,877,238,140,88,1,0,-1,-1
823,2,1049,538,81,161,1,0,-1,-1
824,0,876,239,140,88,1,0,-1,-1
824,2,1050,537,81,161,1,0,-1,-1
825,0,876,237,140,88,1,0,-1,-1
825,2,1048,536,81,161,1,0,-1,-1
826,0,876,236,140,88,1,0,-1,-1
826,2,1048,534,81,161,1,0,-1,-1
827,0,876,236,140,88,1,0,-1,-1
827,2,1048,534,81,161,1,0,-1,-1
828,0,877,236,140,88,1,0,-1,-1
828,2,1047,532,81,161,1,0,-1,-1
829,0,876,235,140,88,1,0,-1,-1
829,2,1047,532,81,161,1,0,-1,-1
830,0,875,235,140,88,1,0,-1,-1
830,2,1047,532,81,161,1,0,-1,-1
831,0,876,234,140,88,1,0,-1,-1
831,2,1049,534,77,153,1,0,-1,-1
832,0,875,235,140,88,1,0,-1,-1
832,2,1047,535,77,153,1,0,-1,-1
833,0,876,234,140,88,1,0,-1,-1
833,2,1048,533,77,153,1,0,-1,-1
834,0,878,236,133,83,1,0,-1,-1
834,2,1047,532,77,153,1,0,-1,-1
835,0,879,236,133,83,1,0,-1,-1
835,2,1047,531,77,153,1,0,-1,-1
836,0,879,237,133,83,1,0,-1,-1
836,2,1049,535,73,146,1,0,-1,-1
837,0,880,236,133,83,1,0,-1,-1
837,2,1048,534,73,146,1,0,-1,-1
838,0,878,235,133,83,1,0,-1,-1
838,2,1046,534,73,146,1,0,-1,-1
839,0,879,235,133,83,1,0,-1,-1
839,2,1046,532,73,146,1,0,-1,-1
840,0,879,235,133,83,1,0,-1,-1
840,2,1045,532,73,146,1,0,-1,-1
841,0,879,235,133,83,1,0,-1,-1
841,2,1045,532,73,146,1,0,-1,-1
842,0,878,234,133,83,1,0,-1,-1
842,2,1045,530,73,146,1,0,-1,-1
843,0,879,233,133,83,1,0,-1,-1
843,2,1045,531,73,146,1,0,-1,-1
844,0,879,234,133,83,1,0,-1,-1
844,2,1044,530,73,146,1,0,-1,-1
845,0,879,233,133,83,1,0,-1,-1
845,2,1044,529,73,146,1,0,-1,-1
